event_timestamp,event_name,user_pseudo_id,ga_session_id,session_engaged,device_category,operating_system,browser,country,traffic_source_source,traffic_source_medium,traffic_source_campaign,event_params
1717255716000000,session_start,u000025.3440434879,1717200038,0,mobile,Android,Chrome,Canada,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200038, ""session_engaged"": 0}"
1717255727000000,page_view,u000025.3440434879,1717200038,0,mobile,Android,Chrome,Canada,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200038, ""session_engaged"": 0}"
1717232064000000,session_start,u000026.5969436170,1717200039,1,mobile,iOS,Safari,Canada,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200039, ""session_engaged"": 1}"
1717232121000000,page_view,u000026.5969436170,1717200039,1,mobile,iOS,Safari,Canada,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200039, ""session_engaged"": 1}"
1717232201000000,page_view,u000026.5969436170,1717200039,1,mobile,iOS,Safari,Canada,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200039, ""session_engaged"": 1}"
1717232245000000,scroll,u000026.5969436170,1717200039,1,mobile,iOS,Safari,Canada,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/product/standing-desk"", ""page_title"": ""product standing-desk"", ""ga_session_id"": 1717200039, ""session_engaged"": 1}"
1717232325000000,page_view,u000026.5969436170,1717200039,1,mobile,iOS,Safari,Canada,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/product/standing-desk"", ""page_title"": ""product standing-desk"", ""ga_session_id"": 1717200039, ""session_engaged"": 1}"
1717232327000000,add_to_cart,u000026.5969436170,1717200039,1,mobile,iOS,Safari,Canada,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200039, ""session_engaged"": 1}"
1717232358000000,page_view,u000026.5969436170,1717200039,1,mobile,iOS,Safari,Canada,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200039, ""session_engaged"": 1}"
1717232364000000,page_view,u000026.5969436170,1717200039,1,mobile,iOS,Safari,Canada,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200039, ""session_engaged"": 1}"
1717232453000000,purchase,u000026.5969436170,1717200039,1,mobile,iOS,Safari,Canada,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/checkout"", ""page_title"": ""checkout"", ""ga_session_id"": 1717200039, ""session_engaged"": 1, ""value"": 458.18, ""currency"": ""USD""}"
1717232455000000,page_view,u000026.5969436170,1717200039,1,mobile,iOS,Safari,Canada,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200039, ""session_engaged"": 1}"
1717232527000000,page_view,u000026.5969436170,1717200039,1,mobile,iOS,Safari,Canada,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/checkout"", ""page_title"": ""checkout"", ""ga_session_id"": 1717200039, ""session_engaged"": 1}"
1717232554000000,page_view,u000026.5969436170,1717200039,1,mobile,iOS,Safari,Canada,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/product/standing-desk"", ""page_title"": ""product standing-desk"", ""ga_session_id"": 1717200039, ""session_engaged"": 1}"
1717232619000000,page_view,u000026.5969436170,1717200039,1,mobile,iOS,Safari,Canada,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200039, ""session_engaged"": 1}"
1717269741000000,session_start,u000027.3701735631,1717200040,1,mobile,Android,Chrome,United States,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200040, ""session_engaged"": 1}"
1717269758000000,page_view,u000027.3701735631,1717200040,1,mobile,Android,Chrome,United States,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/product/standing-desk"", ""page_title"": ""product standing-desk"", ""ga_session_id"": 1717200040, ""session_engaged"": 1}"
1717269834000000,begin_checkout,u000027.3701735631,1717200040,1,mobile,Android,Chrome,United States,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200040, ""session_engaged"": 1}"
1717245802000000,session_start,u000028.6396058694,1717200041,0,desktop,macOS,Chrome,India,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200041, ""session_engaged"": 0}"
1717245865000000,page_view,u000028.6396058694,1717200041,0,desktop,macOS,Chrome,India,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/product/standing-desk"", ""page_title"": ""product standing-desk"", ""ga_session_id"": 1717200041, ""session_engaged"": 0}"
1717261790000000,session_start,u000029.2720253028,1717200042,1,desktop,macOS,Chrome,Canada,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200042, ""session_engaged"": 1}"
1717261870000000,page_view,u000029.2720253028,1717200042,1,desktop,macOS,Chrome,Canada,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200042, ""session_engaged"": 1}"
1717261881000000,page_view,u000029.2720253028,1717200042,1,desktop,macOS,Chrome,Canada,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200042, ""session_engaged"": 1}"
1717261920000000,page_view,u000029.2720253028,1717200042,1,desktop,macOS,Chrome,Canada,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200042, ""session_engaged"": 1}"
1717217864000000,session_start,u000030.6850802919,1717200043,1,mobile,Android,Chrome,United States,bing,organic,(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200043, ""session_engaged"": 1}"
1717217873000000,page_view,u000030.6850802919,1717200043,1,mobile,Android,Chrome,United States,bing,organic,(not set),"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200043, ""session_engaged"": 1}"
1717217913000000,page_view,u000030.6850802919,1717200043,1,mobile,Android,Chrome,United States,bing,organic,(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200043, ""session_engaged"": 1}"
1717217945000000,scroll,u000030.6850802919,1717200043,1,mobile,Android,Chrome,United States,bing,organic,(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200043, ""session_engaged"": 1}"
1717217966000000,purchase,u000030.6850802919,1717200043,1,mobile,Android,Chrome,United States,bing,organic,(not set),"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200043, ""session_engaged"": 1, ""value"": 245.87, ""currency"": ""USD""}"
1717217982000000,scroll,u000030.6850802919,1717200043,1,mobile,Android,Chrome,United States,bing,organic,(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200043, ""session_engaged"": 1}"
1717265144000000,session_start,u000030.6850802919,1717200044,1,mobile,Android,Chrome,United States,bing,organic,(not set),"{""page_location"": ""https://shop.example.com/checkout"", ""page_title"": ""checkout"", ""ga_session_id"": 1717200044, ""session_engaged"": 1}"
1717265205000000,page_view,u000030.6850802919,1717200044,1,mobile,Android,Chrome,United States,bing,organic,(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200044, ""session_engaged"": 1}"
1717265293000000,page_view,u000030.6850802919,1717200044,1,mobile,Android,Chrome,United States,bing,organic,(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200044, ""session_engaged"": 1}"
1717265329000000,add_to_cart,u000030.6850802919,1717200044,1,mobile,Android,Chrome,United States,bing,organic,(not set),"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200044, ""session_engaged"": 1}"
1717265395000000,purchase,u000030.6850802919,1717200044,1,mobile,Android,Chrome,United States,bing,organic,(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200044, ""session_engaged"": 1, ""value"": 101.55, ""currency"": ""USD""}"
1717265433000000,page_view,u000030.6850802919,1717200044,1,mobile,Android,Chrome,United States,bing,organic,(not set),"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200044, ""session_engaged"": 1}"
1717265460000000,page_view,u000030.6850802919,1717200044,1,mobile,Android,Chrome,United States,bing,organic,(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200044, ""session_engaged"": 1}"
1717265471000000,add_to_cart,u000030.6850802919,1717200044,1,mobile,Android,Chrome,United States,bing,organic,(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200044, ""session_engaged"": 1}"
1717265505000000,purchase,u000030.6850802919,1717200044,1,mobile,Android,Chrome,United States,bing,organic,(not set),"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200044, ""session_engaged"": 1, ""value"": 299.77, ""currency"": ""USD""}"
1717256698000000,session_start,u000031.8498383685,1717200045,1,mobile,Android,Chrome,United Kingdom,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200045, ""session_engaged"": 1}"
1717256779000000,page_view,u000031.8498383685,1717200045,1,mobile,Android,Chrome,United Kingdom,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200045, ""session_engaged"": 1}"
1717256857000000,add_to_cart,u000031.8498383685,1717200045,1,mobile,Android,Chrome,United Kingdom,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200045, ""session_engaged"": 1}"
1717205901000000,session_start,u000032.6550055081,1717200046,0,mobile,iOS,Safari,United Kingdom,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200046, ""session_engaged"": 0}"
1717205968000000,page_view,u000032.6550055081,1717200046,0,mobile,iOS,Safari,United Kingdom,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200046, ""session_engaged"": 0}"
1717233451000000,session_start,u000033.4618284912,1717200047,1,desktop,macOS,Chrome,India,google,organic,(not set),"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200047, ""session_engaged"": 1}"
1717233458000000,page_view,u000033.4618284912,1717200047,1,desktop,macOS,Chrome,India,google,organic,(not set),"{""page_location"": ""https://shop.example.com/product/standing-desk"", ""page_title"": ""product standing-desk"", ""ga_session_id"": 1717200047, ""session_engaged"": 1}"
1717233519000000,page_view,u000033.4618284912,1717200047,1,desktop,macOS,Chrome,India,google,organic,(not set),"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200047, ""session_engaged"": 1}"
1717233565000000,page_view,u000033.4618284912,1717200047,1,desktop,macOS,Chrome,India,google,organic,(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200047, ""session_engaged"": 1}"
1717233637000000,page_view,u000033.4618284912,1717200047,1,desktop,macOS,Chrome,India,google,organic,(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200047, ""session_engaged"": 1}"
1717233667000000,page_view,u000033.4618284912,1717200047,1,desktop,macOS,Chrome,India,google,organic,(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200047, ""session_engaged"": 1}"
1717213347000000,session_start,u000034.7886543264,1717200048,1,desktop,macOS,Chrome,India,newsletter,email,weekly_digest,"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200048, ""session_engaged"": 1}"
1717213411000000,page_view,u000034.7886543264,1717200048,1,desktop,macOS,Chrome,India,newsletter,email,weekly_digest,"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200048, ""session_engaged"": 1}"
1717213474000000,scroll,u000034.7886543264,1717200048,1,desktop,macOS,Chrome,India,newsletter,email,weekly_digest,"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200048, ""session_engaged"": 1}"
1717213554000000,scroll,u000034.7886543264,1717200048,1,desktop,macOS,Chrome,India,newsletter,email,weekly_digest,"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200048, ""session_engaged"": 1}"
1717213589000000,page_view,u000034.7886543264,1717200048,1,desktop,macOS,Chrome,India,newsletter,email,weekly_digest,"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200048, ""session_engaged"": 1}"
1717213661000000,page_view,u000034.7886543264,1717200048,1,desktop,macOS,Chrome,India,newsletter,email,weekly_digest,"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200048, ""session_engaged"": 1}"
1717285775000000,session_start,u000035.2064884953,1717200049,1,desktop,Windows,Edge,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200049, ""session_engaged"": 1}"
1717285790000000,page_view,u000035.2064884953,1717200049,1,desktop,Windows,Edge,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200049, ""session_engaged"": 1}"
1717285802000000,scroll,u000035.2064884953,1717200049,1,desktop,Windows,Edge,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200049, ""session_engaged"": 1}"
1717285846000000,page_view,u000035.2064884953,1717200049,1,desktop,Windows,Edge,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200049, ""session_engaged"": 1}"
1717212687000000,session_start,u000036.1692264531,1717200050,1,desktop,macOS,Chrome,United Kingdom,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/checkout"", ""page_title"": ""checkout"", ""ga_session_id"": 1717200050, ""session_engaged"": 1}"
1717212695000000,page_view,u000036.1692264531,1717200050,1,desktop,macOS,Chrome,United Kingdom,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/product/standing-desk"", ""page_title"": ""product standing-desk"", ""ga_session_id"": 1717200050, ""session_engaged"": 1}"
1717212724000000,scroll,u000036.1692264531,1717200050,1,desktop,macOS,Chrome,United Kingdom,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200050, ""session_engaged"": 1}"
1717264362000000,session_start,u000037.7746923306,1717200051,1,desktop,macOS,Chrome,United Kingdom,google,organic,(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200051, ""session_engaged"": 1}"
1717264367000000,page_view,u000037.7746923306,1717200051,1,desktop,macOS,Chrome,United Kingdom,google,organic,(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200051, ""session_engaged"": 1}"
1717264403000000,page_view,u000037.7746923306,1717200051,1,desktop,macOS,Chrome,United Kingdom,google,organic,(not set),"{""page_location"": ""https://shop.example.com/product/standing-desk"", ""page_title"": ""product standing-desk"", ""ga_session_id"": 1717200051, ""session_engaged"": 1}"
1717227765000000,session_start,u000038.3812628208,1717200052,1,desktop,Windows,Edge,Canada,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200052, ""session_engaged"": 1}"
1717227852000000,page_view,u000038.3812628208,1717200052,1,desktop,Windows,Edge,Canada,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200052, ""session_engaged"": 1}"
1717227861000000,scroll,u000038.3812628208,1717200052,1,desktop,Windows,Edge,Canada,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200052, ""session_engaged"": 1}"
1717269535000000,session_start,u000039.4282110683,1717200053,1,mobile,Android,Chrome,Germany,facebook,social,brand_awareness,"{""page_location"": ""https://shop.example.com/checkout"", ""page_title"": ""checkout"", ""ga_session_id"": 1717200053, ""session_engaged"": 1}"
1717269615000000,page_view,u000039.4282110683,1717200053,1,mobile,Android,Chrome,Germany,facebook,social,brand_awareness,"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200053, ""session_engaged"": 1}"
1717269693000000,scroll,u000039.4282110683,1717200053,1,mobile,Android,Chrome,Germany,facebook,social,brand_awareness,"{""page_location"": ""https://shop.example.com/checkout"", ""page_title"": ""checkout"", ""ga_session_id"": 1717200053, ""session_engaged"": 1}"
1717269727000000,page_view,u000039.4282110683,1717200053,1,mobile,Android,Chrome,Germany,facebook,social,brand_awareness,"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200053, ""session_engaged"": 1}"
1717266808000000,session_start,u000040.9100452391,1717200054,1,mobile,iOS,Safari,India,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200054, ""session_engaged"": 1}"
1717266840000000,page_view,u000040.9100452391,1717200054,1,mobile,iOS,Safari,India,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200054, ""session_engaged"": 1}"
1717266929000000,scroll,u000040.9100452391,1717200054,1,mobile,iOS,Safari,India,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200054, ""session_engaged"": 1}"
1717267005000000,scroll,u000040.9100452391,1717200054,1,mobile,iOS,Safari,India,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200054, ""session_engaged"": 1}"
1717267059000000,page_view,u000040.9100452391,1717200054,1,mobile,iOS,Safari,India,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200054, ""session_engaged"": 1}"
1717267096000000,page_view,u000040.9100452391,1717200054,1,mobile,iOS,Safari,India,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200054, ""session_engaged"": 1}"
1717208556000000,session_start,u000041.9052719605,1717200055,1,desktop,Windows,Edge,India,google,organic,(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200055, ""session_engaged"": 1}"
1717208562000000,page_view,u000041.9052719605,1717200055,1,desktop,Windows,Edge,India,google,organic,(not set),"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200055, ""session_engaged"": 1}"
1717208601000000,scroll,u000041.9052719605,1717200055,1,desktop,Windows,Edge,India,google,organic,(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200055, ""session_engaged"": 1}"
1717208607000000,scroll,u000041.9052719605,1717200055,1,desktop,Windows,Edge,India,google,organic,(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200055, ""session_engaged"": 1}"
1717208675000000,add_to_cart,u000041.9052719605,1717200055,1,desktop,Windows,Edge,India,google,organic,(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200055, ""session_engaged"": 1}"
1717208680000000,add_to_cart,u000041.9052719605,1717200055,1,desktop,Windows,Edge,India,google,organic,(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200055, ""session_engaged"": 1}"
1717208769000000,page_view,u000041.9052719605,1717200055,1,desktop,Windows,Edge,India,google,organic,(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200055, ""session_engaged"": 1}"
1717208783000000,page_view,u000041.9052719605,1717200055,1,desktop,Windows,Edge,India,google,organic,(not set),"{""page_location"": ""https://shop.example.com/product/standing-desk"", ""page_title"": ""product standing-desk"", ""ga_session_id"": 1717200055, ""session_engaged"": 1}"
1717208790000000,scroll,u000041.9052719605,1717200055,1,desktop,Windows,Edge,India,google,organic,(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200055, ""session_engaged"": 1}"
1717236263000000,session_start,u000042.8718775772,1717200056,1,desktop,macOS,Chrome,Canada,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200056, ""session_engaged"": 1}"
1717236343000000,page_view,u000042.8718775772,1717200056,1,desktop,macOS,Chrome,Canada,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/product/standing-desk"", ""page_title"": ""product standing-desk"", ""ga_session_id"": 1717200056, ""session_engaged"": 1}"
1717236395000000,scroll,u000042.8718775772,1717200056,1,desktop,macOS,Chrome,Canada,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/product/standing-desk"", ""page_title"": ""product standing-desk"", ""ga_session_id"": 1717200056, ""session_engaged"": 1}"
1717236426000000,scroll,u000042.8718775772,1717200056,1,desktop,macOS,Chrome,Canada,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200056, ""session_engaged"": 1}"
1717236510000000,begin_checkout,u000042.8718775772,1717200056,1,desktop,macOS,Chrome,Canada,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200056, ""session_engaged"": 1}"
1717236596000000,add_to_cart,u000042.8718775772,1717200056,1,desktop,macOS,Chrome,Canada,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200056, ""session_engaged"": 1}"
1717276337000000,session_start,u000043.1250794764,1717200057,1,desktop,macOS,Chrome,United States,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/product/standing-desk"", ""page_title"": ""product standing-desk"", ""ga_session_id"": 1717200057, ""session_engaged"": 1}"
1717276345000000,page_view,u000043.1250794764,1717200057,1,desktop,macOS,Chrome,United States,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200057, ""session_engaged"": 1}"
1717276404000000,begin_checkout,u000043.1250794764,1717200057,1,desktop,macOS,Chrome,United States,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200057, ""session_engaged"": 1}"
1717276462000000,page_view,u000043.1250794764,1717200057,1,desktop,macOS,Chrome,United States,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200057, ""session_engaged"": 1}"
1717210937000000,session_start,u000044.6098950322,1717200058,1,desktop,Windows,Edge,United Kingdom,newsletter,email,weekly_digest,"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200058, ""session_engaged"": 1}"
1717210993000000,page_view,u000044.6098950322,1717200058,1,desktop,Windows,Edge,United Kingdom,newsletter,email,weekly_digest,"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200058, ""session_engaged"": 1}"
1717211031000000,add_to_cart,u000044.6098950322,1717200058,1,desktop,Windows,Edge,United Kingdom,newsletter,email,weekly_digest,"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200058, ""session_engaged"": 1}"
1717211092000000,page_view,u000044.6098950322,1717200058,1,desktop,Windows,Edge,United Kingdom,newsletter,email,weekly_digest,"{""page_location"": ""https://shop.example.com/checkout"", ""page_title"": ""checkout"", ""ga_session_id"": 1717200058, ""session_engaged"": 1}"
1717211111000000,begin_checkout,u000044.6098950322,1717200058,1,desktop,Windows,Edge,United Kingdom,newsletter,email,weekly_digest,"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200058, ""session_engaged"": 1}"
1717211126000000,page_view,u000044.6098950322,1717200058,1,desktop,Windows,Edge,United Kingdom,newsletter,email,weekly_digest,"{""page_location"": ""https://shop.example.com/checkout"", ""page_title"": ""checkout"", ""ga_session_id"": 1717200058, ""session_engaged"": 1}"
1717239692000000,session_start,u000044.6098950322,1717200059,1,desktop,Windows,Edge,United Kingdom,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200059, ""session_engaged"": 1}"
1717239718000000,page_view,u000044.6098950322,1717200059,1,desktop,Windows,Edge,United Kingdom,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/checkout"", ""page_title"": ""checkout"", ""ga_session_id"": 1717200059, ""session_engaged"": 1}"
1717239787000000,page_view,u000044.6098950322,1717200059,1,desktop,Windows,Edge,United Kingdom,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200059, ""session_engaged"": 1}"
1717239848000000,page_view,u000044.6098950322,1717200059,1,desktop,Windows,Edge,United Kingdom,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200059, ""session_engaged"": 1}"
1717239852000000,scroll,u000044.6098950322,1717200059,1,desktop,Windows,Edge,United Kingdom,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/product/standing-desk"", ""page_title"": ""product standing-desk"", ""ga_session_id"": 1717200059, ""session_engaged"": 1}"
1717239877000000,page_view,u000044.6098950322,1717200059,1,desktop,Windows,Edge,United Kingdom,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200059, ""session_engaged"": 1}"
1717264522000000,session_start,u000045.6944100458,1717200060,1,mobile,iOS,Safari,United States,bing,organic,(not set),"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200060, ""session_engaged"": 1}"
